Key,Name,Folder,Category,Priority,Status,Automation,AutomatedTest,Component,Objective,Precondition,TestData,Steps,ExpectedResult,Labels
MSM-ROLES-FUNC-001,Super admin promotes a User to Admin — persists role Admin with empty permissions and grants all modules,/Roles & Permissions/Functionality,Functionality,High,Approved,Manual,,Roles & Permissions,"Verify saving the Admin role persists role 'Admin' and permissions [], refreshes the table to 'All modules', and unlocks every module for that user.","Logged in as QA super-admin; an approved User with a limited module set exists, with known login credentials.",,"1. Open 'Manage access' for the User, click 'Admin', click 'Save access'.
2. Confirm the success toast 'Access updated for {name or email}' and that the modal closes.
3. Confirm the row now shows a blue 'Admin' badge and Module Access 'All modules'.
4. Sign out and log in as that user (or evaluate effectiveModuleKeys) and confirm every module is reachable.","The user is saved as role 'Admin' with permissions [] in app_state; the table shows blue Admin / 'All modules'; when the user signs in, filterGroupsByAccess returns all NAV_GROUPS so every module is available.",regression smoke
MSM-ROLES-FUNC-002,Admin grants a shop User a subset of modules — sidebar filters and blocked routes redirect,/Roles & Permissions/Functionality,Functionality,Highest,Approved,Manual,,Roles & Permissions,"Verify an Admin (no role selector) can grant a teammate User specific modules, the keys persist, and on that user's session the sidebar filters while an ungranted module URL redirects to /app.",Logged in as an approved Admin whose shop has an approved 'User' teammate with known login credentials.,Grant only Inventory + Sales,"1. As the Admin, open 'Manage access' for the teammate User (note there is no role selector), check only 'Inventory' and 'Sales', click 'Save access'.
2. Confirm the success toast and Module Access now reads '2 of 8 modules'.
3. Sign out and log in as that teammate User.
4. Confirm the sidebar shows Dashboard, Inventory and Sales only.
5. Manually enter an ungranted module URL such as /app/hrm.","permissions saved as ['inventory','sales']; the user's sidebar lists only Dashboard/Inventory/Sales; navigating to /app/hrm triggers the route guard which router.replace('/app').",regression security
MSM-ROLES-FUNC-003,Out-of-scope modules the user already had are PRESERVED on an Admin save,/Roles & Permissions/Functionality,Functionality,Highest,Approved,Manual,,Roles & Permissions,"Verify the `preserved` merge in onSave keeps any of the user's existing modules that fall outside the manager's allowedKeys, so a scoped manager cannot strip access another manager granted.","Logged in as a manager whose allowedKeys is a RESTRICTED subset (e.g. a future Admin allowed only ['inventory','sales']); a teammate 'User' already has permissions ['inventory','hrm','accounts'] where hrm and accounts are OUTSIDE the manager's allowedKeys. (If no restricted Admin fixture is available, verify the same preserve logic via a code/behaviour review of onSave's `preserved` filter.)","manager allowedKeys=['inventory','sales']; user permissions=['inventory','hrm','accounts']","1. As the scoped manager, open 'Manage access' for that User — confirm only the grantable (in-scope) modules render as checkboxes and the pre-checked set is limited to in-scope keys (e.g. only Inventory).
2. Uncheck Inventory and check Sales, then click 'Save access'.
3. Have the super admin reopen 'Manage access' for the same user (or inspect app_state.data.users) to read the full persisted permissions.","Persisted permissions become the union of preserved out-of-scope keys and the newly chosen in-scope keys — ['hrm','accounts','sales'] (order-independent). The out-of-scope 'hrm' and 'accounts' the scoped manager could not see were NOT removed; only the in-scope Inventory→Sales change applied.",regression security
MSM-ROLES-FUNC-004,Select all then Clear all toggles every grantable checkbox,/Roles & Permissions/Functionality,Functionality,Normal,Approved,Manual,,Roles & Permissions,"Verify the Select all / Clear all toggle checks all grantable modules then clears them and the label flips, without affecting the locked Dashboard row.",Logged in as QA super-admin; an approved User with partial or no modules checked (super admin has all 8 grantable).,,"1. Open 'Manage access' for a User, keep role 'User'.
2. Click 'Select all'.
3. Confirm all 8 grantable checkboxes become checked and the toggle now reads 'Clear all'.
4. Click 'Clear all'.
5. Confirm all 8 uncheck and the toggle reverts to 'Select all'.",'Select all' checks every grantable module (label→'Clear all'); 'Clear all' unchecks them (label→'Select all'); the locked Dashboard row is unaffected throughout.,regression
MSM-ROLES-FUNC-005,Legacy User with permissions == null defaults to full access (not locked out),/Roles & Permissions/Functionality,Functionality,High,Approved,Manual,,Roles & Permissions,"Verify a User whose permissions is unset/null is treated as 'all' by effectiveModuleKeys, so the table reads 'All modules' and the user is not locked out.",Logged in as QA super-admin; an approved User whose app_state record has NO permissions key (undefined/null).,permissions = undefined,"1. Navigate to /app/roles and read the legacy User's Module Access cell.
2. Sign in as that user (or evaluate effectiveModuleKeys) and inspect the sidebar.",Module Access reads 'All modules'; when the user signs in every module is available and no route-guard redirect fires (permissions == null ⇒ 'all').,regression
MSM-ROLES-FUNC-006,Cancel discards edits without persisting,/Roles & Permissions/Functionality,Functionality,Normal,Approved,Manual,,Roles & Permissions,Verify closing the editor via Cancel does not call updateUserAccess and leaves the user's role/permissions unchanged.,Logged in as QA super-admin; an approved User with a known module set exists.,,"1. Open 'Manage access' and note the current access summary.
2. Toggle several checkboxes and/or switch the role.
3. Click 'Cancel'.
4. Reopen 'Manage access' for the same user.",No success toast; the table access summary is unchanged; reopening shows the original role and checked modules (no write occurred).,regression
MSM-ROLES-API-001,Save access issues an app_state upsert and invalidates the users query,/Roles & Permissions/API,API,High,Approved,Manual,,Roles & Permissions,Verify Save performs a read-modify-write on app_state (singleton) and onSuccess invalidates qk.users.all so the table refreshes without reload.,Logged in as QA super-admin; DevTools Network open; an approved User exists.,,"1. Open DevTools Network and filter for app_state / rest requests.
2. Open 'Manage access', change the module selection, click 'Save access'.
3. Observe a select on app_state then an upsert (POST/PATCH) writing the merged users JSON.
4. Confirm the table Module Access cell updates in place without a full reload.",A select of app_state (id=singleton) followed by an upsert (2xx) containing the merged users array; onSuccess invalidates qk.users.all and the row's access summary refreshes automatically.,regression api
MSM-ROLES-API-002,Save failure surfaces an error toast and keeps the modal open,/Roles & Permissions/API,API,Normal,Approved,Manual,,Roles & Permissions,"Verify that when updateUserAccess rejects (RLS denial, network failure), the UI shows the error toast and keeps the editor open with edits intact.","Logged in as QA super-admin; ability to force a failure (block the app_state upsert in DevTools, or go offline).",,"1. Open 'Manage access' and change the selection.
2. Force the upsert to fail (block the request or disable network).
3. Click 'Save access'.",An error toast 'Could not update access' (or a more specific toUserMessage) appears; the modal stays open with edits intact; no success toast; the table row is unchanged.,regression negative api
MSM-ROLES-SEC-001,Roles nav item is visible to an Admin (manageAccess flag),/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,Verify the '/app/roles' nav item now carries manageAccess:true so it renders for an Admin as well as the super admin (delegation entry point).,"Logged in as an approved Admin (me.role === 'Admin', NOT super admin).",,"1. As the Admin, open the Configuration & Settings group in the sidebar.
2. Look for the 'Roles & Permissions' link (/app/roles).
3. Click it and confirm it opens the page.","The 'Roles & Permissions' link IS present for the Admin (canManageAccess true) and opens /app/roles; the super-admin-only 'User Approvals' (/app/approvals, superAdmin:true) is NOT shown to the Admin.",security regression
MSM-ROLES-SEC-002,Roles nav item is hidden from a plain User,/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,"Verify the manageAccess-flagged Roles link does NOT render for a regular User (canManageAccess false), matching the page-level canManage guard.","Logged in as an approved 'User' (me.role === 'User', not Admin, not super admin).",,"1. As the User, inspect the sidebar (and the Configuration & Settings group if visible).
2. Confirm there is no 'Roles & Permissions' link.
3. Attempt to reach /app/roles directly via the address bar.",No Roles & Permissions link appears for the plain User; a direct visit to /app/roles is redirected to /app (page-level guard). NOTE: this replaces the outdated 'Roles nav item hidden from ALL non-super-admins' case — Admins now DO see it.,security regression
MSM-ROLES-SEC-003,Page-level guard redirects a plain User away from /app/roles,/Roles & Permissions/Security,Security,Highest,Approved,Manual,,Roles & Permissions,Verify a user where canManage is false (a plain 'User') who navigates to /app/roles is redirected to /app and never sees the roles UI.,"Logged in as an approved 'User' (NOT Admin, NOT super admin).",,"1. As the User, enter /app/roles directly in the address bar.
2. Observe the resulting page and URL.","RolesPage returns null and the guard effect navigates to /app; the roles table, headers and 'Manage access' controls are never displayed to a plain User.",security regression
MSM-ROLES-SEC-004,"An Admin cannot escalate a shop User to Admin (no role selector, no role change)",/Roles & Permissions/Security,Security,Highest,Approved,Manual,,Roles & Permissions,Verify an Admin can never promote a User: the editor omits the role selector (canEditRole=false) and any save keeps role 'User'.,Logged in as an approved Admin with an approved 'User' teammate.,,"1. As the Admin, open 'Manage access' for the teammate User.
2. Confirm no Admin/User role selector is rendered.
3. Change some module checkboxes and click 'Save access'.
4. Reopen the row (or have the super admin inspect it) to confirm the user's role.",There is no way for the Admin to choose 'Admin'; the save persists role 'User' (onSave receives role 'User' since the editor's role state can never leave 'User' without the hidden selector); the teammate remains a 'User'.,security regression negative
MSM-ROLES-SEC-005,"Admin list never includes other shops, other Admins or the super admin",/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,"Verify an Admin's managed list is strictly scoped: only approved role-'User' accounts in the same company, excluding themselves, other Admins, other shops' users and the super admin.","Logged in as an approved Admin (company 'Acme Tools'); fixtures exist: an approved User in 'Acme Tools', an approved User in 'Beta Works', a second approved Admin in 'Acme Tools', and the super-admin account.",,"1. As the Admin, navigate to /app/roles.
2. Enumerate the rows shown in the table.","Only the same-company approved 'User' appears; the Beta Works user, the other Acme Admin, the super admin and the Admin's own row are all excluded.",security regression
MSM-ROLES-SEC-006,Client-side module gating is UX-only — RLS still protects data server-side,/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,Verify module keys and the app_state RLS policy are the real guard: a hand-crafted write or read that bypasses the client cannot escalate access or persist an unauthorised role/permission change.,Logged in as an approved non-super-admin (Admin or limited User) with DevTools; know a user id in app_state.data.users and that a second tenant's data exists (tnt_qa isolation).,,"1. As the limited user, confirm the route guard redirects ungranted module URLs to /app.
2. In DevTools, attempt a direct Supabase upsert to app_state (id=singleton) mutating another user's role/permissions.
3. Also attempt a direct REST read of a table behind an ungranted module or another tenant's rows.
4. Observe the server responses.",The app_state upsert is rejected by RLS (no persisted change) and cross-scope reads return no unauthorised rows (is_app_approved()+tenant_id enforced server-side) — proving module keys and the delegation UI never grant real data access.,security regression negative
MSM-ROLES-DB-001,Saved role and permissions persist in app_state.data.users across reload,/Roles & Permissions/Database,Database,High,Approved,Manual,,Roles & Permissions,Verify a saved role/permissions change is durably written into app_state.data.users and survives a full reload/re-query.,Logged in as QA super-admin; an approved User exists.,"role 'User' with permissions ['accounts','configuration']","1. Open 'Manage access', keep role 'User', check only 'Accounts & Finance' and 'Configuration & Settings', click 'Save access'.
2. Confirm the success toast and Module Access '2 of 8 modules'.
3. Hard-refresh /app/roles.
4. Reopen 'Manage access' for the same user.","After reload permissions still read ['accounts','configuration'] (both checked, role 'User'); the write persisted in app_state.data.users.",regression
MSM-ROLES-DB-002,Admin role persists permissions as an empty array (overwrites prior key list),/Roles & Permissions/Database,Database,Normal,Approved,Manual,,Roles & Permissions,Verify saving the Admin role writes permissions:[] so a later switch back to User starts from zero checked modules.,"Logged in as QA super-admin; an approved User currently granted several modules (e.g. ['production','sales','crm']).",,"1. Open 'Manage access', switch role to 'Admin', click 'Save access'.
2. Confirm the row shows Admin / 'All modules'.
3. Reopen 'Manage access', switch back to 'User', inspect the checkboxes.","After the Admin save permissions is stored as []; reopening and switching to User shows NO checkboxes checked (the prior ['production','sales','crm'] was overwritten).",regression
MSM-ROLES-DB-003,updateUserAccess updates only the target user in the users JSON array (no collateral writes),/Roles & Permissions/Database,Database,Normal,Approved,Manual,,Roles & Permissions,Verify the read-modify-write in updateUserAccess merges the patch onto the findIndex-matched user only and preserves every other user's fields.,Logged in as QA super-admin; at least three approved users exist with distinct roles/permissions.,,"1. Record the role and permissions of two non-target users.
2. Open 'Manage access' for the third (target) user, change its module selection, click 'Save access'.
3. Hard-refresh and reopen the two non-target users' editors (or inspect app_state.data.users).",Only the target user's role/permissions changed; the two other users' role and permissions are exactly as before (the upsert rewrites the whole users array but merges the patch onto the single matched index).,regression
