Key,Name,Folder,Category,Priority,Status,Automation,AutomatedTest,Component,Objective,Precondition,TestData,Steps,ExpectedResult,Labels
MSM-DASHBOARD-FUNC-002,"Monthly financial figures, Net(month) tone, and Cancelled/all-time exclusions are correct",/Dashboard/Functionality,Functionality,High,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify Invoiced/GST/Payments/Expenses (month) reflect only current-calendar-month records, Cancelled invoices are excluded, Net(month)=payments-expenses with red tone when negative, and 'Pending payments' is all-time (not month-scoped).","Logged in as QA super-admin; seeded invoices in the current month and prior months (incl. at least one Cancelled this month), plus payments and expenses this month and in prior months.",Invoices dated this month (mix of statuses incl. Cancelled) and last month; payments and expenses this month and prior; a scope where this-month expenses exceed this-month payments.,"1. On /app, read Invoiced (month), GST (month), Payments (month), Expenses (month) and Net (month).
2. Compare against the sum of only current-month, non-Cancelled invoice totals/tax (via computeInvoice) and current-month payments/expenses.
3. Confirm a Cancelled invoice dated this month adds nothing to Invoiced, GST or Pending payments.
4. Confirm prior-month invoices/payments/expenses do not contribute to the (month) figures, but DO contribute to 'Pending payments' if outstanding (pending is all-time over non-Cancelled invoices).
5. For the negative scope, confirm Net (month) equals payments-expenses and is shown with the red tone (green when non-negative).",Monthly figures equal the current-month totals derived by computeInvoice; Cancelled invoices contribute nothing to invoiced/GST/pending; prior-month records are excluded from the (month) figures; Pending payments is the all-time outstanding over non-Cancelled in-scope invoices; Net(month)=payments-expenses with red tone when negative and green otherwise.,regression finance
MSM-DASHBOARD-FUNC-003,"Job-status counts, workflow stepper and priority-jobs ordering are consistent",/Dashboard/Functionality,Functionality,High,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify job counts (Open, In Production, Ready, Dispatched, by-status) match job records and Priority jobs are sorted Urgent>High>Normal>Low and limited to 6.","Logged in as QA super-admin; jobs seeded across statuses Draft/Pending/In Progress/On Hold/Completed/Delivered/Cancelled and priorities Urgent/High/Normal/Low, with more than 6 Pending/In Progress/On Hold jobs.",Known job set with mixed statuses/priorities (>6 pending-type jobs).,"1. On /app, note Open Jobs (should equal Pending+Draft), In Production (In Progress), Ready to Dispatch (Completed), Dispatched (Delivered).
2. Cross-check with 'Job orders by status' rows (Pending/In progress/On hold/Completed/Cancelled) and the workflow stepper counts.
3. Inspect the Priority jobs list and confirm it contains only Pending/In Progress/On Hold jobs, is ordered by priority rank (Urgent, High, Normal, Low), and shows at most 6 entries.","Open Jobs=Pending+Draft, In Production=In Progress, Ready to Dispatch(stepper)=Completed, Dispatched=Delivered, and by-status rows agree with the underlying records and each other; Priority jobs are correctly filtered to Pending/In Progress/On Hold, priority-ordered and capped at 6.",regression
MSM-DASHBOARD-FUNC-004,"Stock health gauge, low/negative stock list and raw-material value reflect the stock ledger",/Dashboard/Functionality,Functionality,High,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify stock balances (received - issued + adjusted) drive the gauge percentage and healthy/low/out classification, the low-stock list, and raw-material value, honoring the exact classification order and the gauge-vs-list filter difference.","Logged in as QA super-admin; materials seeded to yield at least one healthy (bal>0 and above reorder), one low (reorderLevel set and 0<bal<=reorderLevel), one out (bal<=0), plus one material at exactly bal=0 with no reorderLevel and one with a negative balance.",Materials with known receipts/issues/adjustments and reorderLevel values (including one with reorderLevel undefined).,"1. On /app, read the Stock health gauge percentage and the Healthy / Low stock / Out of stock counts.
2. Confirm the classification order: bal<=0 counts as Out first; else (reorderLevel defined and bal<=reorderLevel) counts as Low; else Healthy; and pct = round(healthy/total*100).
3. Inspect the Low/negative stock list; confirm it lists materials with balance<0 OR (reorderLevel defined and balance<=reorderLevel), negative balances shown in red and others amber, capped at 6.
4. Confirm the gauge-vs-list edge: a material at exactly bal=0 with NO reorderLevel is counted as 'Out of stock' in the gauge but does NOT appear in the low-stock list.
5. Confirm Raw material value equals totalRawMaterialValue (or companyMaterialValue when scoped) and 'Materials in stock' equals the count of materials with company-scoped balance>0.",Gauge percentage and healthy/low/out counts follow the documented classification order; the low-stock list contents/coloring and the bal=0/no-reorderLevel edge match the code; raw-material value and materials-in-stock count match src/data/computations.ts.,regression inventory
MSM-DASHBOARD-FUNC-005,"Recent payments and recent material dispatches show latest records first, capped at 5",/Dashboard/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify the Recent payments and Recent material dispatches lists sort by date descending and are limited to 5, showing correct labels/amounts/units.",Logged in as QA super-admin; more than 5 payments and more than 5 material issues seeded with varying dates.,6+ payments and 6+ issues with known dates.,"1. On /app, inspect Recent payments; confirm at most 5 rows, newest first, each showing company name (resolved), date, method and currency amount.
2. Inspect Recent material dispatches; confirm at most 5 rows, newest first, each showing material name (resolved), date, issue number and quantity + unit.",Both lists show at most 5 entries in descending date order with correctly resolved company/material names and correctly formatted amounts (currency) and quantities (qty + unit).,regression
MSM-DASHBOARD-VAL-001,Dashboard handles empty/absent datasets without errors (default [] guards),/Dashboard/Validation,Validation,Normal,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,Verify the read-only screen degrades gracefully when queries return no data — hooks default to [] so no NaN/undefined leaks into KPIs or charts and the gauge guards total=0.,Logged in as a QA super-admin on a fresh/empty tenant or an account with no jobs/invoices/payments/expenses/materials.,Empty dataset.,"1. Navigate to /app with no seeded data.
2. Confirm the page renders without crashing (no <html id=""__next_error__"">).
3. Confirm numeric count KPIs show 0 and currency KPIs show the zero-value currency format (not NaN/undefined).
4. Confirm the stock-health gauge shows 0% (total=0 guard) and all lists and the empty-capable charts show their empty states.","No runtime error; counts render as 0, currency figures are valid zero amounts (no NaN/undefined), the gauge shows 0%, and empty-state text appears for the expenses pie, dispatched bar and all four lists.",regression edge-case
MSM-DASHBOARD-VAL-002,Company filter only accepts the provided options,/Dashboard/Validation,Validation,Low,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify the company filter is a constrained native <select> whose only values are '' (All companies) and existing company ids, so no arbitrary/invalid scope can be entered.",Logged in as QA super-admin with several companies.,,"1. On /app, open the company filter and confirm the first option is 'All companies' (empty value) followed by exactly one option per company.
2. Confirm there is no free-text input for the scope (it is a native <select>).
3. Select each option in turn and confirm the subtitle scope label updates accordingly.",The filter exposes only the empty 'All companies' option plus one option per existing company; no invalid/free-form value is possible and the subtitle reflects each selection.,regression
MSM-DASHBOARD-API-001,Dashboard issues only read queries to Supabase and does not write,/Dashboard/API,API,High,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify loading /app triggers the expected read-only data hooks (jobs, invoices, payments, expenses, issues, materials, companies, receipts, adjustments) and performs no mutating requests or RPC writes, and that changing the filter does not fetch.",Logged in as QA super-admin; browser DevTools/Network panel available.,,"1. Open DevTools Network, clear it, then navigate to /app.
2. Confirm read requests for jobs, invoices, payments, expenses, material issues, materials, companies, receipts and adjustments are issued (GET/select).
3. Confirm there are no POST/PATCH/DELETE table writes and no create_/transition_ RPC calls triggered by the dashboard.
4. Change the company filter and confirm no new network requests occur (filtering is client-side over cached data).",Only read/select requests are made to Supabase; the company filter recomputes client-side with no extra fetches for the cached data; no mutations or write RPCs occur.,regression api
MSM-DASHBOARD-API-002,Dashboard tolerates a failing query and does not render a client-side crash page,/Dashboard/API,API,Normal,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,Verify the dashboard tolerates a failing/slow query (hook data falls back to []) and does not render a client-side crash page.,Logged in as QA super-admin; ability to simulate a failed request (e.g. block one Supabase endpoint in DevTools).,,"1. Open DevTools and block/force-fail one of the dashboard endpoints (e.g. expenses).
2. Navigate to /app.
3. Observe rendering of the sections that depend on the failed endpoint (e.g. Expenses(month), expenses pie, cash flow, Net).
4. Confirm the live DOM does not contain <html id=""__next_error__"">.",The dashboard still renders; sections backed by the failed query fall back to empty/zero states rather than crashing the whole page.,regression resilience
MSM-DASHBOARD-SEC-001,Dashboard route requires authentication,/Dashboard/Security,Security,Highest,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,Verify /app is gated by the app-shell auth layout and unauthenticated users cannot view dashboard data.,No active session (logged out / fresh browser).,,"1. Clear the session and navigate directly to /app.
2. Observe the app-shell auth gate behavior (redirect/block).
3. Confirm no dashboard KPIs, charts or lists (customer/financial data) are rendered while unauthenticated.",Unauthenticated access to /app is blocked/redirected by the auth gate; no dashboard data is exposed before authentication.,regression security auth
MSM-DASHBOARD-SEC-002,Dashboard data is tenant/RLS scoped to the signed-in account,/Dashboard/Security,Security,High,Approved,Automated,e2e/generated/dashboard.spec.ts,Dashboard,"Verify the dashboard only aggregates data the authenticated user is entitled to (RLS/tenant isolation), so no other tenant's companies, jobs, invoices or payments appear.","Two isolated accounts/tenants exist, each with distinct data.","Tenant A and Tenant B with known, non-overlapping records.","1. Log in as Tenant A and record the dashboard figures and company filter options.
2. Log out and log in as Tenant B.
3. Compare the dashboard figures and company filter list.
4. Confirm Tenant B never sees Tenant A's companies, jobs, invoices or payment totals.",Each account's dashboard reflects only its own data; the company filter lists only that account's companies; no cross-tenant leakage occurs (enforced by Supabase RLS).,regression security multi-tenant
MSM-DASHBOARD-DB-001,"Dashboard money/stock figures are derived, not denormalised — recompute after underlying data changes",/Dashboard/Database,Database,High,Approved,Manual,,Dashboard,"Verify dashboard aggregates are computed from authoritative rows (invoices, payments, issues, receipts, adjustments) so they update correctly when source data changes, with no stale denormalised value.",Logged in as QA super-admin; able to add a payment and a material issue through their own modules (test/staging data).,"One new payment (current month, allocated to an outstanding invoice) and one new material issue in a chosen company scope.","1. On /app, note Payments (month), Pending payments, the Materials dispatched chart and Recent material dispatches for a company scope.
2. In the Payments module, record a new current-month payment allocated to an outstanding invoice for that company; return to /app (refresh/invalidate).
3. Confirm Payments (month) increases by the payment amount and Pending payments decreases by the allocated amount (via computeInvoice outstanding).
4. In the Materials module, record a new issue for that company; return to /app and confirm the dispatched chart bucket and Recent dispatches reflect it.",Dashboard figures recompute from the updated ledger (payments/outstanding and dispatched quantities change to match) with no stale cached/denormalised values. Destructive because it writes payment/issue rows in other modules to validate derivation.,regression database derivation
MSM-INVOICES-UI-001,"Invoices list renders summary tiles, GST summary, company-wise table and invoice grid",/Invoices/UI,UI,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify the Invoices page renders the header, this-month tiles, GST summary, company-wise summary and the invoice table with all expected columns.",Logged in as QA super-admin; at least a few invoices exist across companies.,,"1. Navigate to /app/invoices.
2. Observe the page header 'Invoices' with Excel and New Invoice actions.
3. Observe the 'This month' section with four StatTiles: Invoices, Invoiced value, Received, Outstanding (each with a vs-last-month delta).
4. Observe the 'GST Summary' four tiles: Taxable value, CGST, SGST, Total GST.
5. Observe the Company-wise summary table with columns Company, Invoices, Total, Paid, Outstanding.
6. Observe the main invoice table columns: Invoice, Date, Company, Total, Paid, Outstanding, Status, Actions.",All sections render without errors; tiles show currency-formatted values; the invoice table lists invoices sorted by date descending with a status badge per row.,smoke regression
MSM-INVOICES-UI-002,Row action buttons respect invoice status (Record payment / Edit / Cancel visibility),/Invoices/UI,UI,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify per-row action buttons are shown/hidden based on status: Record payment shows when status is neither Cancelled nor Paid (so Unpaid and Partially Paid both show it), Edit shows when neither Paid nor Cancelled, Cancel shows when not Cancelled, and Download PDF/Print always show.","Logged in as QA super-admin; invoices exist in Unpaid, Partially Paid, Paid and Cancelled statuses.",,"1. Open /app/invoices.
2. Locate an Unpaid invoice row and note its action buttons.
3. Locate a Partially Paid invoice row and note its action buttons.
4. Locate a Paid invoice row and note its action buttons.
5. Locate a Cancelled invoice row and note its action buttons.","Unpaid and Partially Paid rows both show Record payment, Download PDF, Print, Edit and Cancel. Paid row hides Record payment and Edit but shows Download PDF, Print and Cancel. Cancelled row shows only Download PDF and Print (Record payment, Edit and Cancel are hidden).",regression
