Key,Name,Folder,Category,Priority,Status,Automation,AutomatedTest,Component,Objective,Precondition,TestData,Steps,ExpectedResult,Labels
MSM-INVOICES-FUNC-003,Cancel an invoice excludes it from outstanding but keeps it in history,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify cancelling an invoice via the confirm dialog sets status Cancelled, zeroes its paid/outstanding, and removes it from money summaries while remaining listed.",Logged in as QA super-admin; at least one Unpaid invoice exists.,,"1. On an Unpaid invoice row, click Cancel invoice.
2. Confirm the danger dialog ('Cancel invoice').
3. Observe the toast and the row status.
4. Check the this-month Outstanding tile and company-wise summary.","Status becomes Cancelled; a 'Invoice cancelled' success toast appears; computeInvoice reports paid=0 / outstanding=0 for it; it is excluded from GST/company/month money totals but still visible in the list. Cancelling frees any linked delivery challans and restores deducted stock (invoices, deliveries and stock caches invalidated).",regression
MSM-INVOICES-FUNC-004,"Filters (search, company, status, date range) narrow the list and summaries",/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the filter bar filters the invoice grid and that GST/company summaries reflect the filtered rows.,"Logged in as QA super-admin; invoices span multiple companies, statuses and dates.",A known invoiceNo or reference; a specific company; status Unpaid; a date range covering only some invoices.,"1. Open /app/invoices.
2. Search by a known invoice number, then clear.
3. Search by a known reference/PO substring, then clear.
4. Select a specific company in the company filter.
5. Set status to Unpaid.
6. Set a from/to date range.","The grid, GST Summary tiles and company-wise summary all reflect only rows matching the combined filters (Cancelled always excluded from money totals). Search matches invoiceNo and reference case-insensitively.",regression
MSM-INVOICES-FUNC-005,Add lines from completed job and from rate list,/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the add-from-completed-job and add-from-rate-list helpers append correctly prefilled invoice lines.,"Logged in as QA super-admin; the selected company has a Completed/Delivered job not yet on a line, and at least one active product/rate-list item exists.",,"1. Click New Invoice and select the company that owns the completed job.
2. In 'Add from completed job', click the job chip.
3. In '+ Add from rate list…', select a product.
4. Inspect the resulting line rows.","A line is added for the job (description = 'partName (partNumber) — jobNo', quantity = completedQty || orderedQty, rate = job.rate ?? 0) and a line for the product (description = product name, quantity 1, rate = product rate). The invoiced job no longer appears in the eligible-jobs list.",regression
MSM-INVOICES-FUNC-006,Bill directly from received stock imports a stock-deducting line,/Invoices/Functionality,Functionality,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify selecting a received-stock source in the multi-select adds a line bound to that source with quantity defaulted to available.,Logged in as QA super-admin; the selected company (or Shop/own) has received stock with available quantity > 0.,,"1. Click New Invoice and select the company with available received stock.
2. Open 'Bill directly from received stock' and tick a source.
3. Inspect the added line's description, quantity and the Stock item column.
4. Untick the source and re-inspect the lines.","Ticking adds a line with description = material name, quantity = source available, and the Stock item column bound to that source. Unticking removes exactly that line. Only sources for this company or Shop-owned with available>0 are listed.",regression
MSM-INVOICES-FUNC-007,Delivery-challan picker imports items and marks challans Invoiced on save,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify picking Open challans imports their lines (locked from stock re-linking) and, on create, marks the challans as Invoiced against the new invoice.",Logged in as QA super-admin; the selected company has one or more Open delivery challans.,,"1. Click New Invoice and select a company with Open challans.
2. Open 'Add from delivery challans', optionally filter by material, and tick one or more challans.
3. Fill in rates for the imported lines (they import with rate 0) and set date.
4. Click Create invoice.
5. Open the Deliveries module and check the picked challans' status; open the new invoice's DC Ref.",Imported lines show 'From challan (already deducted)' in the Stock item column and cannot be re-linked to stock; the DC Ref field auto-fills with the selected DC numbers; on save the challans become status Invoiced linked to the new invoice and stock is not double-deducted.,regression
MSM-INVOICES-FUNC-008,Edit an existing invoice replaces its lines and recomputes totals,/Invoices/Functionality,Functionality,High,Approved,Manual,,Invoices,"Verify editing an invoice (not Paid/Cancelled) updates the header and rewrites its lines, and totals recompute.",Logged in as QA super-admin; an editable (Draft/Unpaid/Partially Paid) invoice exists.,Change one line quantity and adjust discount.,"1. Click Edit on an Unpaid invoice (note the 'Last updated' timestamp in the modal).
2. Change a line quantity and the discount.
3. Click Save changes.
4. Reopen the invoice (Edit modal) / print view and verify the lines and totals.",Success toast ('Invoice updated'); the header updates and its invoice_lines are fully replaced (delete + reinsert) with the new values; totals reflect the change. On reopening the Edit modal the 'Last updated' timestamp has advanced.,regression
MSM-INVOICES-FUNC-009,Print view and PDF download render invoice with correct totals and DC note,/Invoices/Functionality,Functionality,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,"Verify the print page and generated PDF show shop header, Bill-To, lines, totals split (CGST/SGST), DC-ref note and paid/outstanding.","Logged in as QA super-admin; an invoice with CGST+SGST, a DC reference and at least one payment exists.",,"1. On an invoice row click Print (or navigate to /app/invoices/[id]/print).
2. Verify the on-screen invoice layout, totals split and the DC-ref Note block.
3. Click Download PDF and open the generated file.","Print page shows Bill-To, line table, Subtotal, Discount (only when >0), CGST/SGST rows (only when the respective percent is non-zero), Total, and Paid/Outstanding (only when paid>0). The Note block always renders (shows the DC number(s), or '—' when none). The PDF downloads named <invoiceNo>.pdf with amounts formatted 'Rs.' for INR and the DC number(s) in the NOTE block.",regression
MSM-INVOICES-FUNC-010,Export invoices to Excel reflects current filters,/Invoices/Functionality,Functionality,Low,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the Excel export produces a file with the expected columns for the currently filtered rows.,Logged in as QA super-admin; several invoices exist.,,"1. Open /app/invoices and apply a company filter.
2. Click the Excel button.
3. Open the downloaded workbook.","An 'invoices' workbook (sheet 'Invoices') downloads containing only the filtered rows with columns Invoice, Date, Company, Status, Subtotal, CGST, SGST, Total, Paid, Outstanding. Note: the export includes Cancelled rows if they pass the filters (unlike the on-screen money summaries), and CGST/SGST columns are computed without the max(0,...) discount floor.",regression
MSM-INVOICES-FUNC-011,Line stripping keeps a line if it has a description OR a rate OR a material,/Invoices/Functionality,Functionality,Low,Draft,Manual,,Invoices,"Verify the submit-time line filter keeps a line when it has a non-blank description OR rate>0 OR a materialId, and drops only fully-empty lines.",Logged in as QA super-admin; New Invoice modal open; a company and date set.,"Line A: description 'Labour', qty 1, rate 0 (kept via description). Line B: description blank, qty 1, rate 50 (kept via rate). Line C: blank description, rate 0, no material (dropped).","1. Click New Invoice; select company and date.
2. Add three lines matching Lines A, B and C in the test data.
3. Click Create invoice.
4. Open the created invoice's print view and count the lines.",The saved invoice contains Line A and Line B only; the fully-empty Line C is stripped. A rate-only line (blank description) is retained.,regression edge-case
MSM-INVOICES-API-001,createInvoice invokes create_invoice RPC atomically with header and lines,/Invoices/API,API,High,Approved,Manual,,Invoices,Verify invoice creation posts to the create_invoice RPC with the correct parameters and returns the created invoice with lines.,Logged in as QA super-admin; browser dev-tools Network tab open.,,"1. Open Network tab and create a new invoice via the form.
2. Inspect the outbound request to /rest/v1/rpc/create_invoice.
3. Verify the payload includes p_id, p_invoice_no, p_date, p_company_id, p_discount, p_cgst_percent, p_sgst_percent, p_tax_percent, p_status and p_lines[].
4. Confirm the response returns the inserted invoice header.",A single create_invoice RPC call inserts header + lines atomically; p_tax_percent equals cgst+sgst; lines carry material_id/source_receipt_id for stock-deducting lines; the invoices and stock query caches are invalidated on success.,api regression
MSM-INVOICES-API-002,setInvoiceStatus RPC on cancel and updateInvoice line-replacement behavior,/Invoices/API,API,Normal,Approved,Manual,,Invoices,"Verify cancelling calls set_invoice_status RPC and that updateInvoice deletes then reinserts invoice_lines (only when lines are supplied) rather than patching them, and that the header PATCH ignores the non-column 'lines' field.",Logged in as QA super-admin; Network tab open; an editable invoice exists.,,"1. Cancel an invoice and inspect the /rest/v1/rpc/set_invoice_status request (p_id, p_status='Cancelled').
2. Edit a different invoice's lines and inspect the invoice_lines DELETE followed by INSERT requests.
3. Confirm the header PATCH does not attempt to write a 'lines' column.",Cancel issues set_invoice_status RPC; edit issues a DELETE on invoice_lines by invoice_id then a bulk INSERT of the new rows with line_no ordering; the header update ignores the non-column 'lines' field. Note: the update mutation invalidates only the invoices cache (not stock/deliveries).,api regression
MSM-INVOICES-SEC-001,Unauthenticated access to /app/invoices and print route is gated,/Invoices/Security,Security,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the authenticated portal gates invoice pages when not logged in.,No active session (logged out / cleared storage).,,"1. In a logged-out browser, navigate to /app/invoices.
2. Navigate to /app/invoices/<any-id>/print.",The app-shell auth gate (app/app/layout.tsx) blocks access and redirects to login/landing; invoice data is not rendered while unauthenticated.,security regression
MSM-INVOICES-SEC-002,Over-dispatch guard prevents billing more stock than available,/Invoices/Security,Security,High,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify the client-side per-source over-dispatch guard blocks a new invoice that bills more than a source's available quantity (with the backend RPC as final gate).,Logged in as QA super-admin; a received-stock source with a known small available quantity exists for the selected company.,Source with available = N units; attempt to bill N+ extra units.,"1. Click New Invoice, select the company, and bill directly from a received-stock source.
2. Set the line quantity above the source's available quantity.
3. Click Create invoice.","An error toast states the billing quantity exceeds available for that source and creation is blocked before any RPC is sent. Even if bypassed, the create_invoice RPC rejects the over-dispatch (race-safe final gate).",security regression edge-case
MSM-INVOICES-DB-001,Invoice lines persist as child rows and rejoin correctly on reload,/Invoices/Database,Database,Normal,Approved,Automated,e2e/generated/invoices.spec.ts,Invoices,Verify invoice_lines are stored as ordered child rows and are correctly joined back to their invoice on listInvoices.,Logged in as QA super-admin; a multi-line invoice was just created.,,"1. Create a multi-line invoice.
2. Reload /app/invoices and open the invoice's print view.
3. Verify the number, order and values of the lines match what was entered.",invoice_lines rows are keyed by invoice_id and returned ordered by line_no; the reloaded invoice shows exactly the entered lines in order with correct qty/rate and amounts.,database regression
MSM-INVOICES-DB-002,Editing an invoice does not orphan or duplicate line rows,/Invoices/Database,Database,Normal,Approved,Manual,,Invoices,Verify the delete-then-reinsert update strategy leaves no stale/duplicate invoice_lines after edits.,Logged in as QA super-admin; a multi-line editable invoice exists.,Remove one line and change another line's quantity.,"1. Edit the invoice: remove one line and change a remaining line's quantity.
2. Save changes.
3. Reload and reopen the invoice; count and verify the lines.",The invoice has exactly the remaining lines with updated values; no orphaned old rows and no duplicates; stock allocations for lines with source_receipt_id reflect the edit (source_receipt_id is persisted on reinsert).,database regression
